TID;OMRÅDE;CIVILSTAND;INDHOLD
2014Q4;Egedal;Married/separated;19984
2014Q4;Egedal;Widowed;1702
2014Q4;Egedal;Divorced;3120
2014Q4;Fredensborg;Total;39810
2014Q4;Fredensborg;Never married;16633
2014Q4;Fredensborg;Married/separated;17192
2014Q4;Fredensborg;Widowed;1986
2014Q4;Fredensborg;Divorced;3999
2014Q4;Frederikssund;Total;44512
2014Q4;Frederikssund;Never married;18338
2014Q4;Frederikssund;Married/separated;19137
2014Q4;Frederikssund;Widowed;2625
2014Q4;Frederikssund;Divorced;4412
2014Q4;Furesø;Total;38867
2014Q4;Furesø;Never married;16333
2014Q4;Furesø;Married/separated;17218
2014Q4;Furesø;Widowed;2020
2014Q4;Furesø;Divorced;3296
2014Q4;Gribskov;Total;40875
2014Q4;Gribskov;Never married;15881
2014Q4;Gribskov;Married/separated;18297
2014Q4;Gribskov;Widowed;2367
2014Q4;Gribskov;Divorced;4330
2014Q4;Halsnæs;Total;30744
2014Q4;Halsnæs;Never married;12370
2014Q4;Halsnæs;Married/separated;12999
2014Q4;Halsnæs;Widowed;1936
2014Q4;Halsnæs;Divorced;3439
2014Q4;Helsingør;Total;61660
2014Q4;Helsingør;Never married;26828
2014Q4;Helsingør;Married/separated;24106
2014Q4;Helsingør;Widowed;3524
2014Q4;Helsingør;Divorced;7202
2014Q4;Hillerød;Total;48944
2014Q4;Hillerød;Never married;21988
2014Q4;Hillerød;Married/separated;20249
2014Q4;Hillerød;Widowed;2446
2014Q4;Hillerød;Divorced;4261
2014Q4;Hørsholm;Total;24833
2014Q4;Hørsholm;Never married;9681
2014Q4;Hørsholm;Married/separated;10880
2014Q4;Hørsholm;Widowed;1680
2014Q4;Hørsholm;Divorced;2592
2014Q4;Rudersdal;Total;55394
2014Q4;Rudersdal;Never married;23697
2014Q4;Rudersdal;Married/separated;23537
2014Q4;Rudersdal;Widowed;3321
2014Q4;Rudersdal;Divorced;4839
2014Q4;Bornholm;Total;39880
2014Q4;Bornholm;Never married;15723
2014Q4;Bornholm;Married/separated;16748
2014Q4;Bornholm;Widowed;3010
2014Q4;Bornholm;Divorced;4399
2014Q4;Christiansø;Total;94
2014Q4;Christiansø;Never married;36
2014Q4;Christiansø;Married/separated;45
2014Q4;Christiansø;Widowed;5
2014Q4;Christiansø;Divorced;8
2014Q4;Region Sjælland;Total;819385
2014Q4;Region Sjælland;Never married;354406
2014Q4;Region Sjælland;Married/separated;334025
2014Q4;Region Sjælland;Widowed;49245
2014Q4;Region Sjælland;Divorced;81709
2014Q4;Greve;Total;48681
2014Q4;Greve;Never married;19792
2014Q4;Greve;Married/separated;22006
2014Q4;Greve;Widowed;2426
2014Q4;Greve;Divorced;4457
2014Q4;Køge;Total;59062
2014Q4;Køge;Never married;26100
2014Q4;Køge;Married/separated;24172
2014Q4;Køge;Widowed;2986
2014Q4;Køge;Divorced;5804
2014Q4;Lejre;Total;27083
2014Q4;Lejre;Never married;10978
2014Q4;Lejre;Married/separated;12504
2014Q4;Lejre;Widowed;1443
2014Q4;Lejre;Divorced;2158
2014Q4;Roskilde;Total;84838
2014Q4;Roskilde;Never married;39553
2014Q4;Roskilde;Married/separated;33378
2014Q4;Roskilde;Widowed;4244
2014Q4;Roskilde;Divorced;7663
2014Q4;Solrød;Total;21567
2014Q4;Solrød;Never married;8965
2014Q4;Solrød;Married/separated;9751
2014Q4;Solrød;Widowed;980
2014Q4;Solrød;Divorced;1871
2014Q4;Faxe;Total;35147
2014Q4;Faxe;Never married;14771
2014Q4;Faxe;Married/separated;14824
2014Q4;Faxe;Widowed;2110
2014Q4;Faxe;Divorced;3442
2014Q4;Guldborgsund;Total;60830
2014Q4;Guldborgsund;Never married;25085
2014Q4;Guldborgsund;Married/separated;24481
2014Q4;Guldborgsund;Widowed;4517
2014Q4;Guldborgsund;Divorced;6747
2014Q4;Holbæk;Total;68938
2014Q4;Holbæk;Never married;30459
2014Q4;Holbæk;Married/separated;28051
2014Q4;Holbæk;Widowed;3830
2014Q4;Holbæk;Divorced;6598
2014Q4;Kalundborg;Total;48493
2014Q4;Kalundborg;Never married;20950
2014Q4;Kalundborg;Married/separated;19319
2014Q4;Kalundborg;Widowed;3160
2014Q4;Kalundborg;Divorced;5064
2014Q4;Lolland;Total;43157
2014Q4;Lolland;Never married;17604
2014Q4;Lolland;Married/separated;17063
2014Q4;Lolland;Widowed;3620
2014Q4;Lolland;Divorced;4870
2014Q4;Næstved;Total;81611
2014Q4;Næstved;Never married;36729
2014Q4;Næstved;Married/separated;31825
2014Q4;Næstved;Widowed;4694
2014Q4;Næstved;Divorced;8363
2014Q4;Odsherred;Total;32676
2014Q4;Odsherred;Never married;12590
2014Q4;Odsherred;Married/separated;13940
2014Q4;Odsherred;Widowed;2443
2014Q4;Odsherred;Divorced;3703
2014Q4;Ringsted;Total;33471
2014Q4;Ringsted;Never married;15104
2014Q4;Ringsted;Married/separated;13477
2014Q4;Ringsted;Widowed;1701
2014Q4;Ringsted;Divorced;3189
2014Q4;Slagelse;Total;77167
2014Q4;Slagelse;Never married;35374
2014Q4;Slagelse;Married/separated;29341
2014Q4;Slagelse;Widowed;4647
2014Q4;Slagelse;Divorced;7805
2014Q4;Sorø;Total;29243
2014Q4;Sorø;Never married;12797
2014Q4;Sorø;Married/separated;11847
2014Q4;Sorø;Widowed;1740
2014Q4;Sorø;Divorced;2859
2014Q4;Stevns;Total;22008
2014Q4;Stevns;Never married;8674
2014Q4;Stevns;Married/separated;9788
2014Q4;Stevns;Widowed;1435
2014Q4;Stevns;Divorced;2111
2014Q4;Vordingborg;Total;45413
2014Q4;Vordingborg;Never married;18881
2014Q4;Vordingborg;Married/separated;18258
2014Q4;Vordingborg;Widowed;3269
2014Q4;Vordingborg;Divorced;5005
2014Q4;Region Syddanmark;Total;1205025
2014Q4;Region Syddanmark;Never married;550528
2014Q4;Region Syddanmark;Married/separated;480952
2014Q4;Region Syddanmark;Widowed;68754
2014Q4;Region Syddanmark;Divorced;104791
2014Q4;Assens;Total;41027
2014Q4;Assens;Never married;17458
2014Q4;Assens;Married/separated;17435
2014Q4;Assens;Widowed;2515
2014Q4;Assens;Divorced;3619
2014Q4;Faaborg-Midtfyn;Total;50903
2014Q4;Faaborg-Midtfyn;Never married;21238
2014Q4;Faaborg-Midtfyn;Married/separated;21905
2014Q4;Faaborg-Midtfyn;Widowed;3333
2014Q4;Faaborg-Midtfyn;Divorced;4427
2014Q4;Kerteminde;Total;23774
2014Q4;Kerteminde;Never married;9743
2014Q4;Kerteminde;Married/separated;10323
2014Q4;Kerteminde;Widowed;1577
2014Q4;Kerteminde;Divorced;2131
2014Q4;Langeland;Total;12657
2014Q4;Langeland;Never married;4537
2014Q4;Langeland;Married/separated;5641
2014Q4;Langeland;Widowed;1136
2014Q4;Langeland;Divorced;1343
2014Q4;Middelfart;Total;37826
2014Q4;Middelfart;Never married;15953
2014Q4;Middelfart;Married/separated;16228
2014Q4;Middelfart;Widowed;2294
2014Q4;Middelfart;Divorced;3351
2014Q4;Nordfyns;Total;29026
2014Q4;Nordfyns;Never married;12274
2014Q4;Nordfyns;Married/separated;12577
2014Q4;Nordfyns;Widowed;1716
2014Q4;Nordfyns;Divorced;2459
2014Q4;Nyborg;Total;31465
2014Q4;Nyborg;Never married;13351
2014Q4;Nyborg;Married/separated;13106
2014Q4;Nyborg;Widowed;2013
2014Q4;Nyborg;Divorced;2995
2014Q4;Odense;Total;197513
2014Q4;Odense;Never married;104764
2014Q4;Odense;Married/separated;66195
2014Q4;Odense;Widowed;9523
2014Q4;Odense;Divorced;17031
2014Q4;Svendborg;Total;57908
2014Q4;Svendborg;Never married;25632
2014Q4;Svendborg;Married/separated;23130
2014Q4;Svendborg;Widowed;3562
2014Q4;Svendborg;Divorced;5584
2014Q4;Ærø;Total;6285
2014Q4;Ærø;Never married;2299
2014Q4;Ærø;Married/separated;2771
2014Q4;Ærø;Widowed;610
2014Q4;Ærø;Divorced;605
2014Q4;Billund;Total;26278
2014Q4;Billund;Never married;11619
2014Q4;Billund;Married/separated;11105
2014Q4;Billund;Widowed;1520
2014Q4;Billund;Divorced;2034
2014Q4;Esbjerg;Total;115397
2014Q4;Esbjerg;Never married;54417
2014Q4;Esbjerg;Married/separated;44887
2014Q4;Esbjerg;Widowed;6051
2014Q4;Esbjerg;Divorced;10042
2014Q4;Fanø;Total;3275
2014Q4;Fanø;Never married;1131
2014Q4;Fanø;Married/separated;1537
2014Q4;Fanø;Widowed;246
2014Q4;Fanø;Divorced;361
2014Q4;Fredericia;Total;50390
2014Q4;Fredericia;Never married;22957
2014Q4;Fredericia;Married/separated;19648
2014Q4;Fredericia;Widowed;2787
2014Q4;Fredericia;Divorced;4998
2014Q4;Haderslev;Total;55887
2014Q4;Haderslev;Never married;24753
2014Q4;Haderslev;Married/separated;22695
2014Q4;Haderslev;Widowed;3430
2014Q4;Haderslev;Divorced;5009
2014Q4;Kolding;Total;90656
2014Q4;Kolding;Never married;43202
2014Q4;Kolding;Married/separated;35195
2014Q4;Kolding;Widowed;4568
2014Q4;Kolding;Divorced;7691
2014Q4;Sønderborg;Total;74928
2014Q4;Sønderborg;Never married;32251
2014Q4;Sønderborg;Married/separated;31471
2014Q4;Sønderborg;Widowed;4694
2014Q4;Sønderborg;Divorced;6512
2014Q4;Tønder;Total;37965
2014Q4;Tønder;Never married;15954
2014Q4;Tønder;Married/separated;16272
2014Q4;Tønder;Widowed;2581
2014Q4;Tønder;Divorced;3158
2014Q4;Varde;Total;50054
2014Q4;Varde;Never married;21902
2014Q4;Varde;Married/separated;21685
2014Q4;Varde;Widowed;2914
2014Q4;Varde;Divorced;3553
2014Q4;Vejen;Total;42623
2014Q4;Vejen;Never married;19060
2014Q4;Vejen;Married/separated;17875
2014Q4;Vejen;Widowed;2463
2014Q4;Vejen;Divorced;3225
2014Q4;Vejle;Total;110271
2014Q4;Vejle;Never married;51000
2014Q4;Vejle;Married/separated;44391
2014Q4;Vejle;Widowed;5610
2014Q4;Vejle;Divorced;9270
2014Q4;Aabenraa;Total;58917
2014Q4;Aabenraa;Never married;25033
2014Q4;Aabenraa;Married/separated;24880
2014Q4;Aabenraa;Widowed;3611
2014Q4;Aabenraa;Divorced;5393
2014Q4;Region Midtjylland;Total;1282250
2014Q4;Region Midtjylland;Never married;620844
2014Q4;Region Midtjylland;Married/separated;496547
2014Q4;Region Midtjylland;Widowed;64267
2014Q4;Region Midtjylland;Divorced;100592
2014Q4;Favrskov;Total;47339
2014Q4;Favrskov;Never married;21087
2014Q4;Favrskov;Married/separated;20757
2014Q4;Favrskov;Widowed;2213
2014Q4;Favrskov;Divorced;3282
2014Q4;Hedensted;Total;46008
2014Q4;Hedensted;Never married;19872
2014Q4;Hedensted;Married/separated;20203
2014Q4;Hedensted;Widowed;2515
2014Q4;Hedensted;Divorced;3418
2014Q4;Horsens;Total;86377
2014Q4;Horsens;Never married;41557
2014Q4;Horsens;Married/separated;33240
2014Q4;Horsens;Widowed;4235
2014Q4;Horsens;Divorced;7345
2014Q4;Norddjurs;Total;37933
2014Q4;Norddjurs;Never married;16789
2014Q4;Norddjurs;Married/separated;15128
2014Q4;Norddjurs;Widowed;2507
2014Q4;Norddjurs;Divorced;3509
2014Q4;Odder;Total;21838
2014Q4;Odder;Never married;9098
2014Q4;Odder;Married/separated;9605
2014Q4;Odder;Widowed;1272
2014Q4;Odder;Divorced;1863
2014Q4;Randers;Total;96757
2014Q4;Randers;Never married;46064
2014Q4;Randers;Married/separated;36733
2014Q4;Randers;Widowed;5359
2014Q4;Randers;Divorced;8601
2014Q4;Samsø;Total;3735
2014Q4;Samsø;Never married;1311
2014Q4;Samsø;Married/separated;1646
2014Q4;Samsø;Widowed;365
2014Q4;Samsø;Divorced;413
2014Q4;Silkeborg;Total;89860
2014Q4;Silkeborg;Never married;41189
2014Q4;Silkeborg;Married/separated;36719
2014Q4;Silkeborg;Widowed;4426
2014Q4;Silkeborg;Divorced;7526
2014Q4;Skanderborg;Total;58586
2014Q4;Skanderborg;Never married;26272
2014Q4;Skanderborg;Married/separated;25601
2014Q4;Skanderborg;Widowed;2525
2014Q4;Skanderborg;Divorced;4188
2014Q4;Syddjurs;Total;41657
2014Q4;Syddjurs;Never married;17238
2014Q4;Syddjurs;Married/separated;18193
2014Q4;Syddjurs;Widowed;2488
2014Q4;Syddjurs;Divorced;3738
2014Q4;Aarhus;Total;326676
2014Q4;Aarhus;Never married;188896
2014Q4;Aarhus;Married/separated;100671
2014Q4;Aarhus;Widowed;12358
2014Q4;Aarhus;Divorced;24751
2014Q4;Herning;Total;86793
2014Q4;Herning;Never married;40427
2014Q4;Herning;Married/separated;35519
2014Q4;Herning;Widowed;4493
2014Q4;Herning;Divorced;6354
2014Q4;Holstebro;Total;57422
2014Q4;Holstebro;Never married;26648
2014Q4;Holstebro;Married/separated;23405
2014Q4;Holstebro;Widowed;3137
2014Q4;Holstebro;Divorced;4232
2014Q4;Ikast-Brande;Total;40616
2014Q4;Ikast-Brande;Never married;18135
2014Q4;Ikast-Brande;Married/separated;17274
2014Q4;Ikast-Brande;Widowed;2127
2014Q4;Ikast-Brande;Divorced;3080
2014Q4;Lemvig;Total;20630
2014Q4;Lemvig;Never married;8380
2014Q4;Lemvig;Married/separated;9387
2014Q4;Lemvig;Widowed;1414
2014Q4;Lemvig;Divorced;1449
2014Q4;Ringkøbing-Skjern;Total;56962
2014Q4;Ringkøbing-Skjern;Never married;24456
2014Q4;Ringkøbing-Skjern;Married/separated;25214
2014Q4;Ringkøbing-Skjern;Widowed;3382
2014Q4;Ringkøbing-Skjern;Divorced;3910
2014Q4;Skive;Total;46655
2014Q4;Skive;Never married;20621
2014Q4;Skive;Married/separated;19414
2014Q4;Skive;Widowed;2988
2014Q4;Skive;Divorced;3632
2014Q4;Struer;Total;21412
2014Q4;Struer;Never married;8766
2014Q4;Struer;Married/separated;9519
2014Q4;Struer;Widowed;1377
2014Q4;Struer;Divorced;1750
2014Q4;Viborg;Total;94994
2014Q4;Viborg;Never married;44038
2014Q4;Viborg;Married/separated;38319
2014Q4;Viborg;Widowed;5086
2014Q4;Viborg;Divorced;7551
2014Q4;Region Nordjylland;Total;582413
2014Q4;Region Nordjylland;Never married;271269
2014Q4;Region Nordjylland;Married/separated;229370
2014Q4;Region Nordjylland;Widowed;34737
2014Q4;Region Nordjylland;Divorced;47037
2014Q4;Brønderslev;Total;35714
2014Q4;Brønderslev;Never married;15737
2014Q4;Brønderslev;Married/separated;14994
2014Q4;Brønderslev;Widowed;2266
2014Q4;Brønderslev;Divorced;2717
2014Q4;Frederikshavn;Total;60396
2014Q4;Frederikshavn;Never married;24906
2014Q4;Frederikshavn;Married/separated;25671
2014Q4;Frederikshavn;Widowed;4347
2014Q4;Frederikshavn;Divorced;5472
2014Q4;Hjørring;Total;65329
2014Q4;Hjørring;Never married;28897
2014Q4;Hjørring;Married/separated;26744
2014Q4;Hjørring;Widowed;4129
2014Q4;Hjørring;Divorced;5559
2014Q4;Jammerbugt;Total;38367
2014Q4;Jammerbugt;Never married;16186
2014Q4;Jammerbugt;Married/separated;16892
2014Q4;Jammerbugt;Widowed;2418
2014Q4;Jammerbugt;Divorced;2871
2014Q4;Læsø;Total;1802
2014Q4;Læsø;Never married;605
2014Q4;Læsø;Married/separated;809
2014Q4;Læsø;Widowed;194
2014Q4;Læsø;Divorced;194
2014Q4;Mariagerfjord;Total;42010
2014Q4;Mariagerfjord;Never married;18464
2014Q4;Mariagerfjord;Married/separated;17559
2014Q4;Mariagerfjord;Widowed;2533
2014Q4;Mariagerfjord;Divorced;3454
2014Q4;Morsø;Total;20855
2014Q4;Morsø;Never married;8982
2014Q4;Morsø;Married/separated;8716
2014Q4;Morsø;Widowed;1503
2014Q4;Morsø;Divorced;1654
2014Q4;Rebild;Total;28863
2014Q4;Rebild;Never married;12720
2014Q4;Rebild;Married/separated;12448
2014Q4;Rebild;Widowed;1604
2014Q4;Rebild;Divorced;2091
2014Q4;Thisted;Total;44075
2014Q4;Thisted;Never married;18866
2014Q4;Thisted;Married/separated;18816
2014Q4;Thisted;Widowed;3006
2014Q4;Thisted;Divorced;3387
2014Q4;Vesthimmerlands;Total;37393
2014Q4;Vesthimmerlands;Never married;16701
2014Q4;Vesthimmerlands;Married/separated;15151
2014Q4;Vesthimmerlands;Widowed;2499
2014Q4;Vesthimmerlands;Divorced;3042
2014Q4;Aalborg;Total;207609
2014Q4;Aalborg;Never married;109205
2014Q4;Aalborg;Married/separated;71570
2014Q4;Aalborg;Widowed;10238
2014Q4;Aalborg;Divorced;16596
2015Q1;All Denmark;Total;5659715
2015Q1;All Denmark;Never married;2714540
2015Q1;All Denmark;Married/separated;2143625
2015Q1;All Denmark;Widowed;297045
2015Q1;All Denmark;Divorced;504505
2015Q1;Region Hovedstaden;Total;1768125
2015Q1;Region Hovedstaden;Never married;913879
2015Q1;Region Hovedstaden;Married/separated;606672
2015Q1;Region Hovedstaden;Widowed;80212
2015Q1;Region Hovedstaden;Divorced;167362
2015Q1;Copenhagen;Total;580184
2015Q1;Copenhagen;Never married;371642
2015Q1;Copenhagen;Married/separated;139613
2015Q1;Copenhagen;Widowed;16492
2015Q1;Copenhagen;Divorced;52437
2015Q1;Frederiksberg;Total;103192
2015Q1;Frederiksberg;Never married;59992
2015Q1;Frederiksberg;Married/separated;28532
2015Q1;Frederiksberg;Widowed;4706
2015Q1;Frederiksberg;Divorced;9962
2015Q1;Dragør;Total;14028
2015Q1;Dragør;Never married;5467
2015Q1;Dragør;Married/separated;6543
2015Q1;Dragør;Widowed;892
2015Q1;Dragør;Divorced;1126
2015Q1;Tårnby;Total;42573
2015Q1;Tårnby;Never married;19207
2015Q1;Tårnby;Married/separated;16884
2015Q1;Tårnby;Widowed;2454
2015Q1;Tårnby;Divorced;4028
2015Q1;Albertslund;Total;27806
2015Q1;Albertslund;Never married;13666
2015Q1;Albertslund;Married/separated;10344
2015Q1;Albertslund;Widowed;1126
2015Q1;Albertslund;Divorced;2670
2015Q1;Ballerup;Total;48355
2015Q1;Ballerup;Never married;21827
2015Q1;Ballerup;Married/separated;18904
2015Q1;Ballerup;Widowed;2710
2015Q1;Ballerup;Divorced;4914
2015Q1;Brøndby;Total;35050
2015Q1;Brøndby;Never married;15780
2015Q1;Brøndby;Married/separated;13624
2015Q1;Brøndby;Widowed;2038
2015Q1;Brøndby;Divorced;3608
2015Q1;Gentofte;Total;74932
2015Q1;Gentofte;Never married;35272
2015Q1;Gentofte;Married/separated;28846
2015Q1;Gentofte;Widowed;3721
2015Q1;Gentofte;Divorced;7093
2015Q1;Gladsaxe;Total;67347
2015Q1;Gladsaxe;Never married;33100
2015Q1;Gladsaxe;Married/separated;24390
2015Q1;Gladsaxe;Widowed;3374
2015Q1;Gladsaxe;Divorced;6483
2015Q1;Glostrup;Total;22357
2015Q1;Glostrup;Never married;10667
2015Q1;Glostrup;Married/separated;8074
2015Q1;Glostrup;Widowed;1307
2015Q1;Glostrup;Divorced;2309
2015Q1;Herlev;Total;28148
2015Q1;Herlev;Never married;13027
2015Q1;Herlev;Married/separated;10616
2015Q1;Herlev;Widowed;1635
2015Q1;Herlev;Divorced;2870
2015Q1;Hvidovre;Total;52380
2015Q1;Hvidovre;Never married;25102
2015Q1;Hvidovre;Married/separated;19540
2015Q1;Hvidovre;Widowed;2698
2015Q1;Hvidovre;Divorced;5040
2015Q1;Høje-Taastrup;Total;49230
2015Q1;Høje-Taastrup;Never married;22646
2015Q1;Høje-Taastrup;Married/separated;19829
2015Q1;Høje-Taastrup;Widowed;2237
2015Q1;Høje-Taastrup;Divorced;4518
2015Q1;Ishøj;Total;22025
2015Q1;Ishøj;Never married;10305
2015Q1;Ishøj;Married/separated;8727
2015Q1;Ishøj;Widowed;941
2015Q1;Ishøj;Divorced;2052
2015Q1;Lyngby-Taarbæk;Total;54778
2015Q1;Lyngby-Taarbæk;Never married;26327
2015Q1;Lyngby-Taarbæk;Married/separated;20212
2015Q1;Lyngby-Taarbæk;Widowed;3174
2015Q1;Lyngby-Taarbæk;Divorced;5065
2015Q1;Rødovre;Total;37743
2015Q1;Rødovre;Never married;17828
2015Q1;Rødovre;Married/separated;13755
2015Q1;Rødovre;Widowed;2222
2015Q1;Rødovre;Divorced;3938
2015Q1;Vallensbæk;Total;15204
2015Q1;Vallensbæk;Never married;6586
2015Q1;Vallensbæk;Married/separated;6719
2015Q1;Vallensbæk;Widowed;693
2015Q1;Vallensbæk;Divorced;1206
2015Q1;Allerød;Total;24411
2015Q1;Allerød;Never married;9921
2015Q1;Allerød;Married/separated;11463
2015Q1;Allerød;Widowed;1134
2015Q1;Allerød;Divorced;1893
2015Q1;Egedal;Total;42573
2015Q1;Egedal;Never married;17765
2015Q1;Egedal;Married/separated;19963
2015Q1;Egedal;Widowed;1712
2015Q1;Egedal;Divorced;3133
2015Q1;Fredensborg;Total;39772
2015Q1;Fredensborg;Never married;16620
2015Q1;Fredensborg;Married/separated;17133
2015Q1;Fredensborg;Widowed;1976
2015Q1;Fredensborg;Divorced;4043
2015Q1;Frederikssund;Total;44413
2015Q1;Frederikssund;Never married;18276
2015Q1;Frederikssund;Married/separated;19077
2015Q1;Frederikssund;Widowed;2631
2015Q1;Frederikssund;Divorced;4429
2015Q1;Furesø;Total;39077
2015Q1;Furesø;Never married;16465
2015Q1;Furesø;Married/separated;17247
2015Q1;Furesø;Widowed;2041
2015Q1;Furesø;Divorced;3324
2015Q1;Gribskov;Total;40855
2015Q1;Gribskov;Never married;15921
2015Q1;Gribskov;Married/separated;18222
2015Q1;Gribskov;Widowed;2378
2015Q1;Gribskov;Divorced;4334
2015Q1;Halsnæs;Total;30736
2015Q1;Halsnæs;Never married;12388
2015Q1;Halsnæs;Married/separated;12937
2015Q1;Halsnæs;Widowed;1942
2015Q1;Halsnæs;Divorced;3469
2015Q1;Helsingør;Total;61632
2015Q1;Helsingør;Never married;26797
2015Q1;Helsingør;Married/separated;24085
2015Q1;Helsingør;Widowed;3516
2015Q1;Helsingør;Divorced;7234
2015Q1;Hillerød;Total;49108
2015Q1;Hillerød;Never married;22092
2015Q1;Hillerød;Married/separated;20267
2015Q1;Hillerød;Widowed;2453
2015Q1;Hillerød;Divorced;4296
2015Q1;Hørsholm;Total;24856
2015Q1;Hørsholm;Never married;9683
2015Q1;Hørsholm;Married/separated;10862
2015Q1;Hørsholm;Widowed;1685
2015Q1;Hørsholm;Divorced;2626
2015Q1;Rudersdal;Total;55441
2015Q1;Rudersdal;Never married;23749
2015Q1;Rudersdal;Married/separated;23529
2015Q1;Rudersdal;Widowed;3321
2015Q1;Rudersdal;Divorced;4842
2015Q1;Bornholm;Total;39828
2015Q1;Bornholm;Never married;15725
2015Q1;Bornholm;Married/separated;16692
2015Q1;Bornholm;Widowed;2999
2015Q1;Bornholm;Divorced;4412
2015Q1;Christiansø;Total;91
2015Q1;Christiansø;Never married;36
2015Q1;Christiansø;Married/separated;43
2015Q1;Christiansø;Widowed;4
2015Q1;Christiansø;Divorced;8
2015Q1;Region Sjælland;Total;820480
2015Q1;Region Sjælland;Never married;355624
2015Q1;Region Sjælland;Married/separated;333024
2015Q1;Region Sjælland;Widowed;49335
2015Q1;Region Sjælland;Divorced;82497
2015Q1;Greve;Total;48835
2015Q1;Greve;Never married;19914
2015Q1;Greve;Married/separated;21924
2015Q1;Greve;Widowed;2453
2015Q1;Greve;Divorced;4544
2015Q1;Køge;Total;59285
2015Q1;Køge;Never married;26229
2015Q1;Køge;Married/separated;24131
2015Q1;Køge;Widowed;3032
2015Q1;Køge;Divorced;5893
2015Q1;Lejre;Total;27172
2015Q1;Lejre;Never married;11048
2015Q1;Lejre;Married/separated;12505
2015Q1;Lejre;Widowed;1442
2015Q1;Lejre;Divorced;2177
2015Q1;Roskilde;Total;85026
2015Q1;Roskilde;Never married;39707
2015Q1;Roskilde;Married/separated;33346
2015Q1;Roskilde;Widowed;4246
2015Q1;Roskilde;Divorced;7727
2015Q1;Solrød;Total;21552
2015Q1;Solrød;Never married;8967
2015Q1;Solrød;Married/separated;9693
2015Q1;Solrød;Widowed;992
2015Q1;Solrød;Divorced;1900
2015Q1;Faxe;Total;35195
2015Q1;Faxe;Never married;14797
2015Q1;Faxe;Married/separated;14829
2015Q1;Faxe;Widowed;2110
2015Q1;Faxe;Divorced;3459
2015Q1;Guldborgsund;Total;60829
2015Q1;Guldborgsund;Never married;25197
2015Q1;Guldborgsund;Married/separated;24356
2015Q1;Guldborgsund;Widowed;4501
2015Q1;Guldborgsund;Divorced;6775
2015Q1;Holbæk;Total;69035
2015Q1;Holbæk;Never married;30529
2015Q1;Holbæk;Married/separated;27997
2015Q1;Holbæk;Widowed;3832
2015Q1;Holbæk;Divorced;6677
2015Q1;Kalundborg;Total;48469
2015Q1;Kalundborg;Never married;20974
2015Q1;Kalundborg;Married/separated;19237
2015Q1;Kalundborg;Widowed;3169
2015Q1;Kalundborg;Divorced;5089
2015Q1;Lolland;Total;43024
2015Q1;Lolland;Never married;17586
2015Q1;Lolland;Married/separated;16971
2015Q1;Lolland;Widowed;3621
2015Q1;Lolland;Divorced;4846
2015Q1;Næstved;Total;81687
2015Q1;Næstved;Never married;36789
2015Q1;Næstved;Married/separated;31719
2015Q1;Næstved;Widowed;4694
2015Q1;Næstved;Divorced;8485
2015Q1;Odsherred;Total;32665
2015Q1;Odsherred;Never married;12634
2015Q1;Odsherred;Married/separated;13867
2015Q1;Odsherred;Widowed;2449
2015Q1;Odsherred;Divorced;3715
2015Q1;Ringsted;Total;33573
2015Q1;Ringsted;Never married;15196
2015Q1;Ringsted;Married/separated;13463
2015Q1;Ringsted;Widowed;1702
2015Q1;Ringsted;Divorced;3212
2015Q1;Slagelse;Total;77293
2015Q1;Slagelse;Never married;35568
2015Q1;Slagelse;Married/separated;29185
2015Q1;Slagelse;Widowed;4643
2015Q1;Slagelse;Divorced;7897
2015Q1;Sorø;Total;29331
2015Q1;Sorø;Never married;12880
2015Q1;Sorø;Married/separated;11839
2015Q1;Sorø;Widowed;1741
2015Q1;Sorø;Divorced;2871
2015Q1;Stevns;Total;22038
2015Q1;Stevns;Never married;8687
2015Q1;Stevns;Married/separated;9774
2015Q1;Stevns;Widowed;1438
2015Q1;Stevns;Divorced;2139
2015Q1;Vordingborg;Total;45471
2015Q1;Vordingborg;Never married;18922
2015Q1;Vordingborg;Married/separated;18188
2015Q1;Vordingborg;Widowed;3270
2015Q1;Vordingborg;Divorced;5091
2015Q1;Region Syddanmark;Total;1205728
2015Q1;Region Syddanmark;Never married;551687
2015Q1;Region Syddanmark;Married/separated;479840
2015Q1;Region Syddanmark;Widowed;68577
2015Q1;Region Syddanmark;Divorced;105624
2015Q1;Assens;Total;41046
2015Q1;Assens;Never married;17479
2015Q1;Assens;Married/separated;17413
2015Q1;Assens;Widowed;2498
2015Q1;Assens;Divorced;3656
2015Q1;Faaborg-Midtfyn;Total;50953
2015Q1;Faaborg-Midtfyn;Never married;21354
2015Q1;Faaborg-Midtfyn;Married/separated;21845
2015Q1;Faaborg-Midtfyn;Widowed;3327
2015Q1;Faaborg-Midtfyn;Divorced;4427
2015Q1;Kerteminde;Total;23728
2015Q1;Kerteminde;Never married;9733
2015Q1;Kerteminde;Married/separated;10269
2015Q1;Kerteminde;Widowed;1574
2015Q1;Kerteminde;Divorced;2152
2015Q1;Langeland;Total;12647
2015Q1;Langeland;Never married;4519
2015Q1;Langeland;Married/separated;5628
2015Q1;Langeland;Widowed;1143
2015Q1;Langeland;Divorced;1357
2015Q1;Middelfart;Total;37857
2015Q1;Middelfart;Never married;15975
2015Q1;Middelfart;Married/separated;16208
2015Q1;Middelfart;Widowed;2282
2015Q1;Middelfart;Divorced;3392
